time.time() c1rms c3rms c1pp c3pp
1725460780.486195 8.6393E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725460780.698626 8.6393E-01 1.4077E+00 2.4888E+00 4.0062E+00
1725460780.9144676 8.6390E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725460781.1217856 8.6388E-01 1.4077E+00 2.4888E+00 4.0131E+00
1725460781.3231816 8.6387E-01 1.4077E+00 2.4854E+00 4.0096E+00
1725460781.5310984 8.6387E-01 1.4077E+00 2.4888E+00 4.0097E+00
1725460781.7310953 8.6387E-01 1.4077E+00 2.4888E+00 4.0062E+00
1725460781.9284177 8.6385E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460782.1343527 8.6389E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725460782.3325725 8.6386E-01 1.4076E+00 2.4877E+00 4.0131E+00
1725460782.534345 8.6393E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725460782.7345731 8.6390E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460782.931007 8.6389E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725460783.1338162 8.6393E-01 1.4077E+00 2.4889E+00 4.0096E+00
1725460783.3979106 8.6384E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725460783.608161 8.6385E-01 1.4076E+00 2.4865E+00 4.0045E+00
1725460783.8159444 8.6387E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460784.0137339 8.6384E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460784.2202942 8.6388E-01 1.4076E+00 2.4888E+00 4.0129E+00
1725460784.422288 8.6389E-01 1.4076E+00 2.4888E+00 4.0131E+00
1725460784.6338139 8.6390E-01 1.4076E+00 2.4911E+00 4.0131E+00
1725460784.833152 8.6389E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725460785.0405273 8.6390E-01 1.4075E+00 2.4888E+00 4.0097E+00
1725460785.240043 8.6388E-01 1.4076E+00 2.4900E+00 4.0079E+00
1725460785.4421918 8.6385E-01 1.4076E+00 2.4900E+00 4.0096E+00
1725460785.6422367 8.6385E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460785.844704 8.6386E-01 1.4076E+00 2.4888E+00 4.0164E+00
1725460786.0480883 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460786.3118885 8.6391E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460786.5192018 8.6384E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460786.72417 8.6394E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725460786.937533 8.6388E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725460787.1378908 8.6388E-01 1.4076E+00 2.4899E+00 4.0131E+00
1725460787.3384287 8.6387E-01 1.4076E+00 2.4922E+00 4.0062E+00
1725460787.5480928 8.6387E-01 1.4076E+00 2.4922E+00 4.0079E+00
1725460787.766822 8.6387E-01 1.4077E+00 2.4922E+00 4.0079E+00
1725460787.978827 8.6386E-01 1.4077E+00 2.4899E+00 4.0096E+00
1725460788.1786745 8.6384E-01 1.4076E+00 2.4899E+00 4.0131E+00
1725460788.379958 8.6385E-01 1.4076E+00 2.4911E+00 4.0062E+00
1725460788.5900576 8.6391E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725460788.7911015 8.6392E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460788.9992983 8.6393E-01 1.4077E+00 2.4911E+00 4.0131E+00
1725460789.2105691 8.6384E-01 1.4077E+00 2.4934E+00 4.0147E+00
1725460789.41239 8.6387E-01 1.4077E+00 2.4888E+00 4.0129E+00
1725460789.6567347 8.6387E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460789.8723304 8.6389E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460790.078791 8.6389E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725460790.2816072 8.6389E-01 1.4077E+00 2.4911E+00 4.0096E+00
1725460790.4860795 8.6383E-01 1.4077E+00 2.4865E+00 4.0079E+00
1725460790.683585 8.6388E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460790.8910532 8.6382E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725460791.1007533 8.6385E-01 1.4077E+00 2.4900E+00 4.0028E+00
1725460791.3022141 8.6384E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460791.5102339 8.6392E-01 1.4077E+00 2.4911E+00 4.0063E+00
1725460791.712054 8.6388E-01 1.4077E+00 2.4888E+00 4.0096E+00
1725460791.917297 8.6391E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725460792.1205196 8.6386E-01 1.4077E+00 2.4877E+00 4.0114E+00
1725460792.3209925 8.6388E-01 1.4077E+00 2.4899E+00 4.0063E+00
1725460792.527648 8.6386E-01 1.4077E+00 2.4865E+00 4.0079E+00
1725460792.7267811 8.6386E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460792.9736862 8.6391E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460793.175118 8.6388E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725460793.377144 8.6390E-01 1.4077E+00 2.4889E+00 4.0079E+00
1725460793.5753624 8.6387E-01 1.4077E+00 2.4888E+00 4.0097E+00
1725460793.7790604 8.6390E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725460793.9791937 8.6392E-01 1.4077E+00 2.4877E+00 4.0147E+00
1725460794.181805 8.6384E-01 1.4077E+00 2.4888E+00 4.0096E+00
1725460794.3782072 8.6386E-01 1.4076E+00 2.4877E+00 4.0129E+00
1725460794.5860102 8.6391E-01 1.4076E+00 2.4899E+00 4.0129E+00
1725460794.780965 8.6389E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460794.9874003 8.6394E-01 1.4076E+00 2.4934E+00 4.0113E+00
1725460795.1868508 8.6395E-01 1.4077E+00 2.4911E+00 4.0164E+00
1725460795.386444 8.6388E-01 1.4077E+00 2.4888E+00 4.0129E+00
1725460795.5969515 8.6393E-01 1.4077E+00 2.4877E+00 4.0164E+00
1725460795.8056803 8.6389E-01 1.4077E+00 2.4922E+00 4.0079E+00
1725460796.007196 8.6389E-01 1.4077E+00 2.4899E+00 4.0096E+00
1725460796.2753155 8.6388E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460796.4913356 8.6392E-01 1.4077E+00 2.4877E+00 4.0148E+00
1725460796.699897 8.6392E-01 1.4077E+00 2.4911E+00 4.0079E+00
1725460796.9090066 8.6387E-01 1.4077E+00 2.4933E+00 4.0096E+00
1725460797.1260984 8.6389E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460797.3360486 8.6392E-01 1.4077E+00 2.4900E+00 4.0113E+00
1725460797.5414226 8.6391E-01 1.4077E+00 2.4911E+00 4.0113E+00
1725460797.7402794 8.6384E-01 1.4077E+00 2.4911E+00 4.0131E+00
1725460797.9494028 8.6396E-01 1.4077E+00 2.4911E+00 4.0096E+00
1725460798.1639094 8.6391E-01 1.4078E+00 2.4865E+00 4.0079E+00
1725460798.3756864 8.6387E-01 1.4078E+00 2.4934E+00 4.0096E+00
1725460798.5763595 8.6392E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460798.7819457 8.6389E-01 1.4077E+00 2.4888E+00 4.0131E+00
1725460798.9819574 8.6387E-01 1.4077E+00 2.4865E+00 4.0113E+00
1725460799.1832078 8.6392E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460799.3800595 8.6392E-01 1.4077E+00 2.4923E+00 4.0164E+00
1725460799.6868095 8.6387E-01 1.4076E+00 2.4911E+00 4.0129E+00
1725460799.8944066 8.6382E-01 1.4076E+00 2.4911E+00 4.0097E+00
1725460800.101015 8.6385E-01 1.4077E+00 2.4854E+00 4.0096E+00
1725460800.3069992 8.6387E-01 1.4077E+00 2.4888E+00 4.0062E+00
1725460800.50182 8.6390E-01 1.4077E+00 2.4888E+00 4.0097E+00
1725460800.708122 8.6388E-01 1.4077E+00 2.4899E+00 4.0097E+00
1725460800.9151645 8.6385E-01 1.4077E+00 2.4899E+00 4.0164E+00
1725460801.1198928 8.6386E-01 1.4077E+00 2.4888E+00 4.0097E+00
1725460801.3272064 8.6383E-01 1.4077E+00 2.4900E+00 4.0097E+00
1725460801.5267053 8.6386E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725460801.7278237 8.6391E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460801.9289315 8.6392E-01 1.4077E+00 2.4854E+00 4.0096E+00
1725460802.1392138 8.6390E-01 1.4077E+00 2.4922E+00 4.0096E+00
1725460802.357845 8.6390E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460802.562837 8.6384E-01 1.4076E+00 2.4877E+00 4.0097E+00
1725460802.8027074 8.6391E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460803.00703 8.6387E-01 1.4077E+00 2.4865E+00 4.0097E+00
1725460803.2103703 8.6389E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460803.4168277 8.6390E-01 1.4077E+00 2.4934E+00 4.0045E+00
1725460803.6217263 8.6382E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460803.8322895 8.6388E-01 1.4077E+00 2.4934E+00 4.0079E+00
1725460804.028535 8.6392E-01 1.4077E+00 2.4899E+00 4.0079E+00
1725460804.2277734 8.6392E-01 1.4077E+00 2.4865E+00 4.0147E+00
1725460804.4339848 8.6387E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460804.6288817 8.6394E-01 1.4077E+00 2.4865E+00 4.0097E+00
1725460804.8314915 8.6388E-01 1.4077E+00 2.4934E+00 4.0096E+00
1725460805.0411613 8.6389E-01 1.4077E+00 2.4934E+00 4.0079E+00
1725460805.255377 8.6389E-01 1.4077E+00 2.4934E+00 4.0079E+00
1725460805.46005 8.6385E-01 1.4077E+00 2.4854E+00 4.0079E+00
1725460805.6738403 8.6392E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460805.9092088 8.6385E-01 1.4077E+00 2.4922E+00 4.0097E+00
1725460806.136636 8.6390E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725460806.3371625 8.6390E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725460806.538346 8.6387E-01 1.4076E+00 2.4865E+00 4.0129E+00
1725460806.741352 8.6387E-01 1.4076E+00 2.4911E+00 4.0079E+00
1725460806.9522958 8.6392E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460807.1558452 8.6390E-01 1.4077E+00 2.4922E+00 4.0113E+00
1725460807.3585198 8.6390E-01 1.4077E+00 2.4900E+00 4.0113E+00
1725460807.5598235 8.6391E-01 1.4077E+00 2.4865E+00 4.0079E+00
1725460807.7664614 8.6395E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460807.9772666 8.6390E-01 1.4077E+00 2.4923E+00 4.0062E+00
1725460808.1828191 8.6390E-01 1.4077E+00 2.4945E+00 4.0063E+00
1725460808.3905294 8.6388E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460808.5951855 8.6386E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725460808.8649545 8.6387E-01 1.4076E+00 2.4922E+00 4.0079E+00
1725460809.0763922 8.6391E-01 1.4077E+00 2.4888E+00 4.0096E+00
1725460809.2754817 8.6386E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460809.4759872 8.6391E-01 1.4076E+00 2.4899E+00 4.0147E+00
1725460809.6825428 8.6390E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725460809.89009 8.6393E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725460810.0956895 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460810.2978482 8.6385E-01 1.4077E+00 2.4854E+00 4.0079E+00
1725460810.5058348 8.6388E-01 1.4077E+00 2.4911E+00 4.0096E+00
1725460810.7034452 8.6392E-01 1.4077E+00 2.4899E+00 4.0114E+00
1725460810.9127514 8.6389E-01 1.4077E+00 2.4877E+00 4.0114E+00
1725460811.1249804 8.6392E-01 1.4077E+00 2.4865E+00 4.0114E+00
1725460811.3289006 8.6385E-01 1.4077E+00 2.4888E+00 4.0096E+00
1725460811.541459 8.6395E-01 1.4077E+00 2.4854E+00 4.0062E+00
1725460811.7688491 8.6390E-01 1.4077E+00 2.4899E+00 4.0113E+00
1725460811.9718952 8.6388E-01 1.4076E+00 2.4969E+00 4.0113E+00
1725460812.1763504 8.6388E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725460812.3892584 8.6392E-01 1.4077E+00 2.4900E+00 4.0113E+00
1725460812.5855086 8.6395E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460812.7875216 8.6393E-01 1.4077E+00 2.4934E+00 4.0079E+00
1725460812.9878592 8.6388E-01 1.4077E+00 2.4934E+00 4.0096E+00
1725460813.1907952 8.6390E-01 1.4077E+00 2.4911E+00 4.0113E+00
1725460813.3958492 8.6394E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460813.5930684 8.6389E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460813.7913647 8.6389E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460813.9984863 8.6389E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460814.2019634 8.6388E-01 1.4077E+00 2.4888E+00 4.0114E+00
1725460814.4210362 8.6391E-01 1.4077E+00 2.4900E+00 4.0096E+00
1725460814.6302645 8.6394E-01 1.4077E+00 2.4899E+00 4.0216E+00
1725460814.8295498 8.6397E-01 1.4077E+00 2.4911E+00 4.0079E+00
1725460815.0342636 8.6396E-01 1.4077E+00 2.4877E+00 4.0114E+00
1725460815.2322886 8.6392E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460815.4886036 8.6388E-01 1.4078E+00 2.4899E+00 4.0062E+00
1725460815.6914513 8.6392E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460815.895078 8.6388E-01 1.4077E+00 2.4911E+00 4.0114E+00
1725460816.1128268 8.6393E-01 1.4077E+00 2.4900E+00 4.0164E+00
1725460816.3285668 8.6390E-01 1.4077E+00 2.4899E+00 4.0097E+00
1725460816.54055 8.6390E-01 1.4078E+00 2.4888E+00 4.0079E+00
1725460816.741729 8.6393E-01 1.4077E+00 2.4899E+00 4.0096E+00
1725460816.9436898 8.6391E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460817.1495826 8.6387E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725460817.3504572 8.6389E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460817.5536797 8.6390E-01 1.4077E+00 2.4911E+00 4.0062E+00
1725460817.7542095 8.6388E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460817.9536934 8.6387E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460818.1557531 8.6393E-01 1.4077E+00 2.4899E+00 4.0062E+00
1725460818.3591158 8.6386E-01 1.4077E+00 2.4888E+00 4.0147E+00
1725460818.6174407 8.6386E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460818.8329155 8.6388E-01 1.4077E+00 2.4911E+00 4.0096E+00
1725460819.0311637 8.6384E-01 1.4077E+00 2.4865E+00 4.0147E+00
1725460819.231855 8.6388E-01 1.4077E+00 2.4899E+00 4.0114E+00
1725460819.4343898 8.6384E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460819.6399624 8.6389E-01 1.4076E+00 2.4900E+00 4.0147E+00
1725460819.8380597 8.6384E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460820.038163 8.6392E-01 1.4077E+00 2.4877E+00 4.0198E+00
1725460820.2431488 8.6391E-01 1.4077E+00 2.4911E+00 4.0096E+00
1725460820.4591174 8.6387E-01 1.4078E+00 2.4888E+00 4.0079E+00
1725460820.6662927 8.6393E-01 1.4078E+00 2.4865E+00 4.0062E+00
1725460820.8765607 8.6390E-01 1.4077E+00 2.4900E+00 4.0097E+00
1725460821.0740588 8.6387E-01 1.4078E+00 2.4911E+00 4.0114E+00
1725460821.2775092 8.6389E-01 1.4077E+00 2.4899E+00 4.0045E+00
1725460821.4853508 8.6397E-01 1.4077E+00 2.4877E+00 4.0129E+00
1725460821.7398756 8.6388E-01 1.4076E+00 2.4934E+00 4.0147E+00
1725460821.9478898 8.6389E-01 1.4077E+00 2.4843E+00 4.0079E+00
1725460822.1576147 8.6385E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725460822.3642802 8.6392E-01 1.4077E+00 2.4945E+00 4.0096E+00
1725460822.5750167 8.6392E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725460822.7728176 8.6390E-01 1.4077E+00 2.4922E+00 4.0079E+00
1725460822.972997 8.6394E-01 1.4077E+00 2.4900E+00 4.0063E+00
1725460823.1757205 8.6386E-01 1.4077E+00 2.4900E+00 4.0096E+00
1725460823.376295 8.6390E-01 1.4077E+00 2.4854E+00 4.0079E+00
1725460823.5817442 8.6388E-01 1.4077E+00 2.4865E+00 4.0113E+00
1725460823.7797837 8.6388E-01 1.4077E+00 2.4888E+00 4.0096E+00
1725460823.980581 8.6388E-01 1.4077E+00 2.4865E+00 4.0062E+00
1725460824.1859093 8.6395E-01 1.4076E+00 2.4865E+00 4.0164E+00
1725460824.390511 8.6393E-01 1.4076E+00 2.4934E+00 4.0131E+00
1725460824.6532683 8.6392E-01 1.4077E+00 2.4877E+00 4.0097E+00
1725460824.8642845 8.6391E-01 1.4077E+00 2.4854E+00 4.0079E+00
1725460825.0867784 8.6390E-01 1.4077E+00 2.4923E+00 4.0148E+00
1725460825.3002422 8.6388E-01 1.4077E+00 2.4899E+00 4.0096E+00
1725460825.5096571 8.6392E-01 1.4076E+00 2.4843E+00 4.0079E+00
1725460825.7155795 8.6387E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460825.9273524 8.6386E-01 1.4077E+00 2.4933E+00 4.0045E+00
1725460826.1337914 8.6388E-01 1.4077E+00 2.4865E+00 4.0062E+00
1725460826.3471072 8.6390E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725460826.5516675 8.6388E-01 1.4076E+00 2.4899E+00 4.0114E+00
1725460826.754965 8.6391E-01 1.4076E+00 2.4854E+00 4.0045E+00
1725460826.955181 8.6384E-01 1.4077E+00 2.4934E+00 4.0113E+00
1725460827.162376 8.6387E-01 1.4076E+00 2.4843E+00 4.0097E+00
1725460827.3921778 8.6390E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460827.6085997 8.6386E-01 1.4076E+00 2.4888E+00 4.0114E+00
1725460827.8176012 8.6386E-01 1.4076E+00 2.4854E+00 4.0079E+00
1725460828.0172021 8.6392E-01 1.4076E+00 2.4899E+00 4.0147E+00
1725460828.2229953 8.6388E-01 1.4076E+00 2.4911E+00 4.0113E+00
1725460828.4317708 8.6383E-01 1.4076E+00 2.4854E+00 4.0216E+00
1725460828.6379642 8.6389E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725460828.8454099 8.6384E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460829.0419908 8.6384E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725460829.2451246 8.6389E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725460829.4441733 8.6388E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725460829.6501405 8.6391E-01 1.4076E+00 2.4865E+00 4.0096E+00
1725460829.861397 8.6393E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460830.0593805 8.6387E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460830.2594135 8.6389E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725460830.4614413 8.6395E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460830.6671493 8.6386E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460830.8653727 8.6386E-01 1.4077E+00 2.4865E+00 4.0045E+00
1725460831.1154313 8.6393E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460831.3288825 8.6394E-01 1.4077E+00 2.4854E+00 4.0129E+00
1725460831.5317304 8.6390E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460831.733214 8.6388E-01 1.4077E+00 2.4899E+00 4.0079E+00
1725460831.9392474 8.6392E-01 1.4077E+00 2.4865E+00 4.0079E+00
1725460832.152063 8.6393E-01 1.4077E+00 2.4854E+00 4.0062E+00
1725460832.3626876 8.6392E-01 1.4077E+00 2.4900E+00 4.0164E+00
1725460832.5684407 8.6395E-01 1.4077E+00 2.4911E+00 4.0131E+00
1725460832.7654548 8.6390E-01 1.4077E+00 2.4865E+00 4.0079E+00
1725460832.9682343 8.6390E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460833.1806107 8.6394E-01 1.4077E+00 2.4922E+00 4.0096E+00
1725460833.3846471 8.6393E-01 1.4076E+00 2.4911E+00 4.0096E+00
1725460833.5899208 8.6395E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460833.794891 8.6390E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460833.9987721 8.6387E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460834.2556505 8.6390E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725460834.464304 8.6391E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460834.678961 8.6389E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725460834.8952444 8.6386E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725460835.1062405 8.6388E-01 1.4077E+00 2.4865E+00 4.0097E+00
1725460835.3119657 8.6388E-01 1.4077E+00 2.4865E+00 4.0045E+00
1725460835.5042381 8.6393E-01 1.4076E+00 2.4922E+00 4.0097E+00
1725460835.713183 8.6392E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725460835.9250038 8.6392E-01 1.4076E+00 2.4877E+00 4.0079E+00
1725460836.1223948 8.6389E-01 1.4076E+00 2.4877E+00 4.0045E+00
1725460836.3279636 8.6388E-01 1.4076E+00 2.4888E+00 4.0096E+00
1725460836.529423 8.6388E-01 1.4076E+00 2.4888E+00 4.0113E+00
1725460836.7364013 8.6393E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460836.9494655 8.6392E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460837.1879566 8.6393E-01 1.4077E+00 2.4911E+00 4.0182E+00
1725460837.40357 8.6391E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460837.6167178 8.6386E-01 1.4077E+00 2.4877E+00 4.0113E+00
1725460837.820588 8.6387E-01 1.4077E+00 2.4911E+00 4.0079E+00
1725460838.034213 8.6395E-01 1.4077E+00 2.4899E+00 4.0131E+00
1725460838.2378082 8.6392E-01 1.4077E+00 2.4899E+00 4.0079E+00
1725460838.4510837 8.6389E-01 1.4077E+00 2.4865E+00 4.0062E+00
1725460838.649628 8.6393E-01 1.4077E+00 2.4911E+00 4.0097E+00
1725460838.8492448 8.6396E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460839.0505018 8.6396E-01 1.4077E+00 2.4900E+00 4.0062E+00
1725460839.2606804 8.6394E-01 1.4077E+00 2.4877E+00 4.0148E+00
1725460839.472665 8.6384E-01 1.4077E+00 2.4923E+00 4.0097E+00
1725460839.6727712 8.6387E-01 1.4078E+00 2.4865E+00 4.0181E+00
1725460839.8710053 8.6387E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460840.118433 8.6393E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460840.3185694 8.6393E-01 1.4077E+00 2.4923E+00 4.0062E+00
1725460840.5179439 8.6383E-01 1.4077E+00 2.4843E+00 4.0096E+00
1725460840.7183163 8.6389E-01 1.4077E+00 2.4877E+00 4.0131E+00
1725460840.923217 8.6387E-01 1.4077E+00 2.4888E+00 4.0164E+00
1725460841.134993 8.6391E-01 1.4077E+00 2.4888E+00 4.0131E+00
1725460841.3481314 8.6388E-01 1.4077E+00 2.4877E+00 4.0079E+00
1725460841.5626721 8.6393E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460841.7693381 8.6383E-01 1.4077E+00 2.4865E+00 4.0096E+00
1725460841.9718988 8.6387E-01 1.4077E+00 2.4945E+00 4.0079E+00
1725460842.1826901 8.6389E-01 1.4077E+00 2.4923E+00 4.0131E+00
1725460842.3754792 8.6391E-01 1.4076E+00 2.4911E+00 4.0114E+00
1725460842.5898728 8.6389E-01 1.4077E+00 2.4899E+00 4.0062E+00
1725460842.78803 8.6395E-01 1.4077E+00 2.4899E+00 4.0063E+00
1725460842.993974 8.6388E-01 1.4077E+00 2.4911E+00 4.0097E+00
1725460843.1968198 8.6384E-01 1.4077E+00 2.4911E+00 4.0113E+00
1725460843.4073236 8.6384E-01 1.4076E+00 2.4854E+00 4.0062E+00
1725460843.615332 8.6390E-01 1.4076E+00 2.4877E+00 4.0096E+00
1725460843.886688 8.6385E-01 1.4076E+00 2.4888E+00 4.0079E+00
1725460844.096934 8.6392E-01 1.4076E+00 2.4888E+00 4.0148E+00
1725460844.3075714 8.6387E-01 1.4076E+00 2.4877E+00 4.0062E+00
1725460844.5059154 8.6393E-01 1.4076E+00 2.4899E+00 4.0079E+00
1725460844.7073097 8.6389E-01 1.4076E+00 2.4899E+00 4.0113E+00
1725460844.9100416 8.6391E-01 1.4076E+00 2.4865E+00 4.0062E+00
1725460845.1142352 8.6392E-01 1.4076E+00 2.4854E+00 4.0097E+00
1725460845.3198214 8.6386E-01 1.4075E+00 2.4888E+00 4.0062E+00
1725460845.5368044 8.6390E-01 1.4076E+00 2.4888E+00 4.0097E+00
1725460845.754492 8.6384E-01 1.4076E+00 2.4865E+00 4.0114E+00
1725460845.9676414 8.6389E-01 1.4076E+00 2.4899E+00 4.0097E+00
1725460846.1652534 8.6392E-01 1.4076E+00 2.4843E+00 4.0096E+00
1725460846.3757997 8.6391E-01 1.4077E+00 2.4854E+00 4.0097E+00
1725460846.5881608 8.6383E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460846.7860227 8.6383E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460847.043318 8.6395E-01 1.4077E+00 2.4899E+00 4.0097E+00
1725460847.254962 8.6393E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725460847.4586017 8.6389E-01 1.4077E+00 2.4899E+00 4.0097E+00
1725460847.665278 8.6392E-01 1.4077E+00 2.4922E+00 4.0147E+00
1725460847.8807416 8.6384E-01 1.4077E+00 2.4889E+00 4.0147E+00
1725460848.097243 8.6386E-01 1.4077E+00 2.4888E+00 4.0113E+00
1725460848.3066382 8.6392E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725460848.5073745 8.6388E-01 1.4077E+00 2.4888E+00 4.0079E+00
1725460848.7139058 8.6391E-01 1.4076E+00 2.4899E+00 4.0045E+00
1725460848.9194934 8.6391E-01 1.4076E+00 2.4899E+00 4.0062E+00
1725460849.1301777 8.6387E-01 1.4077E+00 2.4877E+00 4.0062E+00
1725460849.3353064 8.6390E-01 1.4077E+00 2.4922E+00 4.0096E+00
1725460849.5394995 8.6394E-01 1.4076E+00 2.4877E+00 4.0113E+00
1725460849.7308493 8.6387E-01 1.4077E+00 2.4923E+00 4.0114E+00
1725460849.9945693 8.6387E-01 1.4077E+00 2.4923E+00 4.0079E+00
1725460850.1954088 8.6394E-01 1.4077E+00 2.4933E+00 4.0079E+00
1725460850.396932 8.6387E-01 1.4077E+00 2.4877E+00 4.0096E+00
1725460850.596833 8.6390E-01 1.4077E+00 2.4854E+00 4.0113E+00
1725460850.8049543 8.6389E-01 1.4077E+00 2.4899E+00 4.0096E+00
1725460851.0135725 8.6390E-01 1.4077E+00 2.4899E+00 4.0147E+00
1725460851.213936 8.6392E-01 1.4077E+00 2.4865E+00 4.0164E+00
1725460851.4204943 8.6389E-01 1.4077E+00 2.4888E+00 4.0131E+00
1725460851.6240714 8.6390E-01 1.4077E+00 2.4899E+00 4.0079E+00
