countA, countB, T, UDC, VRF
23V, 8.6*1e-6<built-in method now of type object at 0x00007FF8D81B3AB0>VOcto = 45V
300,31, 1188.7357602119446, -0.5, 420
300,33, 1189.0313837528229, -0.5, 420
300,34, 1189.3276617527008, 0.0, 420
300,42, 1189.623332977295, 0.0, 420
300,33, 1189.9191589355469, 0.5, 420
300,36, 1190.216537475586, 0.5, 420
300,40, 1190.5114498138428, 1.0, 420
300,44, 1190.8076395988464, 1.0, 420
300,32, 1191.1029102802277, 1.5, 420
300,35, 1191.3997433185577, 1.5, 420
299,31, 1191.6982324123383, 2.0, 420
300,43, 1191.9939813613892, 2.0, 420
300,41, 1192.287868976593, 2.5, 420
300,30, 1192.5825259685516, 2.5, 420
300,40, 1192.8776693344116, 3.0, 420
300,31, 1193.1736319065094, 3.0, 420
300,35, 1193.4688129425049, 3.5, 420
300,42, 1193.7640507221222, 3.5, 420
300,31, 1194.0578835010529, 4.0, 420
299,34, 1194.3514895439148, 4.0, 420
300,35, 1194.6473052501678, 4.5, 420
299,31, 1194.9438092708588, 4.5, 420
300,35, 1195.2411623001099, 4.5, 420
300,29, 1195.5363664627075, 4.5, 420
300,32, 1195.8321282863617, 4.0, 420
300,32, 1196.1268117427826, 4.0, 420
300,37, 1196.42489528656, 3.5, 420
300,42, 1196.7205920219421, 3.5, 420
300,34, 1197.015774011612, 3.0, 420
300,31, 1197.3118069171906, 3.0, 420
300,46, 1197.6057152748108, 2.5, 420
302,32, 1197.90078997612, 2.5, 420
300,37, 1198.1965296268463, 2.0, 420
299,34, 1198.4929404258728, 2.0, 420
300,35, 1198.791452884674, 1.5, 420
300,34, 1199.088968038559, 1.5, 420
300,37, 1199.3826758861542, 1.0, 420
300,38, 1199.677803516388, 1.0, 420
300,34, 1199.9730548858643, 0.5, 420
300,33, 1200.2715504169464, 0.5, 420
300,36, 1200.566833972931, 0.0, 420
300,53, 1200.8649966716766, 0.0, 420
299,25, 1201.1607010364532, -0.5, 420
300,41, 1201.4554507732391, -0.5, 420
299,35, 1201.7499735355377, -1.0, 420
300,32, 1202.044662952423, -1.0, 420
300,33, 1202.342114686966, -1.5, 420
300,31, 1202.63654088974, -1.5, 420
300,31, 1202.933431148529, -2.0, 420
300,27, 1203.2288422584534, -2.0, 420
300,27, 1203.5238859653473, -2.5, 420
300,21, 1203.8195185661316, -2.5, 420
300,10, 1204.1176936626434, -3.0, 420
300,12, 1204.4137027263641, -3.0, 420
