countA, countB, T
300,8, 813.9791524410248
300,9, 815.0755550861359
300,11, 816.1718504428864
301,10, 817.26562333107
300,17, 818.364129781723
300,12, 819.455803155899
300,9, 820.5484938621521
300,12, 821.6439235210419
300,11, 822.7424037456512
300,10, 823.8403613567352
300,14, 824.9261322021484
301,16, 826.022882938385
300,8, 827.1161513328552
300,17, 828.2119541168213
300,10, 829.3066279888153
300,9, 830.4005062580109
300,9, 831.4950876235962
300,15, 832.5877602100372
300,5, 833.68115067482
300,10, 834.7738084793091
301,15, 835.8717520236969
300,10, 836.9657516479492
300,10, 838.0583410263062
300,15, 839.1440494060516
300,13, 840.2409784793854
300,13, 841.3374876976013
300,11, 842.4306786060333
300,12, 843.5255024433136
300,7, 844.6098577976227
300,13, 845.7058005332947
300,14, 846.7922377586365
300,9, 847.8761286735535
300,8, 848.9723033905029
300,8, 850.0662021636963
300,11, 851.1594791412354
300,14, 852.2547850608826
300,9, 853.3498907089233
301,12, 854.4454317092896
300,18, 855.5393698215485
300,9, 856.6302101612091
300,4, 857.7261784076691
300,7, 858.8251595497131
300,10, 859.9222705364227
300,12, 861.0184831619263
300,8, 862.1150834560394
301,15, 863.2094104290009
300,8, 864.3060863018036
300,17, 865.4019637107849
300,11, 866.4974365234375
300,8, 867.5960767269135
300,9, 868.6932232379913
300,11, 869.7904469966888
300,16, 870.8890326023102
300,11, 871.9851524829865
301,12, 873.0812969207764
300,10, 874.1754996776581
300,11, 875.2748255729675
300,9, 876.3722348213196
300,12, 877.4677319526672
300,11, 878.5529828071594
300,9, 879.6507596969604
300,12, 880.7509770393372
301,6, 881.8460509777069
301,13, 882.9481356143951
300,11, 884.0440528392792
300,6, 885.1393599510193
300,10, 886.2342808246613
300,9, 887.3331212997437
300,12, 888.4330658912659
300,10, 889.5313835144043
300,12, 890.6302680969238
301,14, 891.7253563404083
300,11, 892.8194601535797
300,10, 893.9157419204712
300,11, 895.0117750167847
300,11, 896.1105425357819
300,11, 897.2059557437897
300,9, 898.3036980628967
300,13, 899.4031932353973
300,15, 900.4973783493042
300,9, 901.5845375061035
301,12, 902.6803195476532
300,8, 903.778272151947
300,10, 904.8743860721588
300,9, 905.9697573184967
300,12, 907.0633597373962
300,14, 908.1603462696075
300,12, 909.2571721076965
300,7, 910.3542132377625
301,11, 911.4402413368225
301,8, 912.5368943214417
300,9, 913.6343619823456
300,6, 914.7334091663361
300,15, 915.8283240795135
300,11, 916.9255139827728
300,13, 918.0159313678741
300,5, 919.1137466430664
300,8, 920.2105453014374
301,10, 921.3047826290131
300,8, 922.401496887207
300,14, 923.4939241409302
300,8, 924.58953166008
300,10, 925.6830735206604
300,12, 926.7825937271118
300,11, 927.8692603111267
300,12, 928.9665522575378
